,Team,Name,Mouse,HZ,DPI,Sensitivity,eDPI,Scoped Sensitivity,Monitor,Monitor HZ,GPU,Resolution,Mousepad,Keyboard,Headset
0,FPX,ANGE1,Logitech G Pro X Superlight,1000,800,0.5,400,1,BenQ XL2546,240,RTX 2080 Ti,1920x1080,Razer Strider,Razer BlackWidow X Chroma ME,HyperX Cloud Revolver
1,FPX,Shao,Xtrfy M4 Wireless,1000,400,0.428,171,1,BenQ XL2546,240,RTX 2080 Super,1920x1080,VAXEE PA Black,HyperX Alloy FPS,HyperX Cloud II
2,FPX,ardiis,Logitech G Pro X Superlight,1000,800,0.295,236,1.14,AOC AG251FZ2E,240,RTX 2080,1920x1080,Artisan Hien FX Soft,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X
3,FPX (B),rhyme,VAXEE ZYGEN NP-01,1000,400,0.5,200,1,BenQ XL2546,240,RTX 3080,1280x960,Zowie G-SR-SE Deep Blue,Xtrfy K4-RGB TKL,HyperX Cloud II
4,FPX,Zyppan,Logitech G Pro X Superlight Black,1000,400,0.48,192,1,,,GTX 1080 Ti,1920x1080,Zowie G-SR-SE Rouge,,
5,FPX,Suygetsu,Zowie EC2,1000,800,0.25,200,1.1,BenQ XL2411,144,GTX 1070,1920x1080,Artisan FX Zero Soft,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X
6,Paper Rex,f0rsakeN,Logitech G Pro X Superlight,1000,800,0.712,569,1,BenQ XL2546K,240,GALAX GTX 1080 Ti,1920x1080,Zowie G-SR-SE Rouge,HyperX Alloy Origins Core,Logitech G Pro X Headset
7,Paper Rex,d4v41,Logitech G Pro X Superlight,1000,900,0.65,585,1,BenQ XL2546,240,GTX 1080 Ti,1440x990,SteelSeries QcK Heavy,HyperX Alloy FPS RGB,Razer HammerHead Pro V2
8,Paper Rex,Jinggg,FinalMouse Starlight 12,1000,1600,0.2,320,1,BenQ XL2546K,240,RTX 2080 Ti,1280x960,Artisan FX Zero Soft,HyperX Alloy Origins Core,Logitech G Pro X Headset
9,Paper Rex,Benkai,Pulsar X2,1000,800,0.25,200,0.7,BenQ XL2546K,240,RTX 2070 Super,1280x960,Artisan Hien FX Soft,Ducky One 2 Mini RGB,EPOS H6PRO White
10,Paper Rex,mindfreak,VAXEE XE White,1000,400,0.5,200,0.9,BenQ XL2546K,240,,1920x1080,VAXEE PA Summer22,Ducky One 2 TKL White,
11,OpTic,yay,Logitech G Pro X Superlight Black,1000,800,0.27,216,1,BenQ XL2546,240,RTX 3090,1920x1080,Artisan Hayate Otsu XSoft,Wooting 60 HE,Razer BlackShark V2
12,OpTic,crashies,Razer DeathAdder V3 Pro,1000,800,0.25,200,0.875,BenQ XL2546,144,GTX 1080,1920x1080,Razer Strider,Razer Blackwidow V3 TKL,Razer BlackShark V2
13,OpTic,Victor,Logitech G703,1000,800,0.283,226,1,BenQ XL2546,240,RTX 2080,1920x1080,Razer Strider,Razer Blackwidow V3 TKL,Razer BlackShark V2
14,OpTic (L),Marved,Razer Viper V2 Pro,1000,800,0.306,244,1,BenQ XL2540,240,RTX 3080,1920x1080,Razer Strider,Razer Blackwidow V3 TKL,Razer BlackShark V2
15,OpTic,FNS,Logitech G Pro X Superlight,1000,400,0.55,220,1,BenQ XL2546,240,RTX 3090,1920x1080,Artisan FX Zero Soft,Razer BlackWidow V3 Pro,Razer BlackShark V2
16,DRX,BuZz,Zowie S2,1000,400,0.57,228,0.7,BenQ XL2546K,240,,1280x960,Xraypad Aqua Control+,Razer Huntsman V2 TKL,Razer BlackShark V2 Pro
17,DRX,MaKo,Zowie EC2,1000,400,0.45,180,1,BenQ XL2546S,240,,1920x1080,Razer Gigantus V2,Razer Huntsman V2,Razer BlackShark V2 Pro
18,DRX,Zest,Zowie EC2,1000,400,0.56,224,1,BenQ XL2546K,240,,1280x960,Razer Gigantus V2,Razer Huntsman V2 TKL,Razer BlackShark V2 Pro
19,DRX,stax,Razer DeathAdder V3 Pro,1000,400,0.44,176,0.8,BenQ XL2546S,240,RTX 2080 Ti,1920x1080,SteelSeries QcK Heavy,Razer Huntsman V2 TKL,Razer BlackShark V2 Pro
20,DRX,Rb,Logitech G Pro X Superlight,1000,800,0.345,276,1,BenQ XL2546S,240,RTX 3070,1920x1080,Razer Gigantus V2,Razer Huntsman V2 TKL,Razer BlackShark V2 Pro
21,Fnatic,Alfajer,Logitech G Pro X Superlight,1000,400,0.45,180,1,Alienware AW2521H,360,RTX 2060 Super,1920x1080,SteelSeries QcK Heavy,Zowie G-SR-SE Rouge,
22,Fnatic,Enzo,Logitech G Pro X Superlight Black,1000,800,0.5,400,1,BenQ XL2546,240,RTX 2080 Super,1440x1080,VAXEE PA Black,Razer Huntsman V2,HyperX Cloud II
23,Fnatic,Derke,Logitech G Pro X Superlight Black,1000,400,0.74,296,1,BenQ XL2540,240,RTX 2070 Super,1920x1080,Logitech G640,Fnatic Streak65,Logitech G Pro X Headset
24,Fnatic,Boaster,Logitech G Pro X Superlight,1000,400,0.52,208,1,BenQ XL2546,240,RX 6900 XT,1920x1080,HyperX FURY S Pro,Fnatic MiniSTREAK,Logitech G Pro X Headset
25,Fnatic,Mistic,VAXEE ZYGEN NP-01,1000,400,0.58,232,0.875,BenQ XL2546,240,,1920x1080,Zowie G-SR,Fnatic MiniSTREAK,Fnatic REACT
26,LOUD,aspas,Logitech G403,1000,800,0.4,320,1,ASUS VG259QM,240,RX 580,1920x1080,VAXEE PA ZYGEN,Logitech G915 TKL,Logitech G Pro X Headset
27,LOUD,Less,Razer Viper Ultimate,1000,800,0.44,352,1,BenQ XL2546K,240,GTX 1050 Ti,,VAXEE PA FunSpark,HyperX Alloy FPS RGB,HyperX Cloud II
28,LOUD,pANcada,VAXEE XE Pink,1000,800,0.28,224,1,BenQ XL2546,240,GTX 1060,1440x1080,VAXEE PA FunSpark,Razer Huntsman V2 TKL,HyperX Cloud II
29,LOUD,Saadhak,Logitech G Pro X Superlight Magenta,1000,800,0.24,192,1,Alienware AW2518H,240,RTX 2080,1920x1080,Artisan Hayate Otsu,Logitech G915 TKL,HyperX Cloud II
30,LOUD,Sacy,Logitech G Pro X Superlight White,1000,800,0.48,384,1,AOC AG251FZ2E,240,RTX 2060,1920x1080,VAXEE PA Summer22,Logitech G915,Logitech G Pro X Headset
31,Guild,Leo,Razer DeathAdder V2 Pro,1000,400,0.41,164,1,,,,1280x1024,HyperX FURY S Pro,,
32,Guild (B),Russ,Logitech G Pro X Superlight,1000,800,0.38,304,1,BenQ XL2546K,240,RTX 3070 Ti,1600x900,Xraypad Aqua Control+,HyperX Alloy Origins 60,HyperX Cloud II
33,Guild,trexx,G-Wolves Hati Black,1000,800,0.226,180,1,BenQ XL2546K,240,,1920x1080,Esports Tiger LongTeng SE,Anne Pro 2,HyperX Cloud Alpha S
34,Guild,Sayf,Logitech G Pro X Superlight,1000,400,0.5,200,1.3,ASUS ROG Swift PG259QN,240,RTX 3080,1920x1080,Artisan Hien FX Soft,HyperX Alloy Origins 60,HyperX Cloud II
35,Guild,koldamenta,Logitech G Pro X Superlight,1000,800,0.3,240,1,ASUS ROG XG258Q,240,RTX 2080,1440x900,Logitech G640,Logitech G512,Logitech G Pro X Headset
36,Zeta Division,Laz,VAXEE ZYGEN NP-01,1000,800,0.355,284,0.8,BenQ XL2546,240,,1920x1080,Artisan FX Zero Soft,Logitech G915,Logitech G Pro X Wireless Headset
37,Zeta Division,crow,Logitech G Pro X Superlight,1000,800,0.45,360,1,BenQ XL2546K,240,RTX 2080 Super,1920x1080,Esports Tiger EBA,Logitech G915 TKL,Logitech G Pro X Headset
38,Zeta Division,Dep,Logitech G Pro X Superlight,1000,400,0.9,360,1,BenQ XL2546K,240,,1680x1050,Zowie G-SR-SE Rouge,Corsair K100 RGB,Logitech G Pro X Headset
39,Zeta Division (B),TENNN,Logitech G Pro X Superlight,1000,800,0.28,224,1,BenQ XL2546K,240,,1280x960,VAXEE PA ZYGEN,Logitech G512,Logitech G Pro X Headset
40,Zeta Division,SugarZ3ro,Logitech G Pro X Superlight,1000,400,0.428,171,1,BenQ XL2546K,240,,1280x960,Zowie G-SR-SE,Logitech G915 TKL,Logitech G Pro X Headset
41,Zeta Division,Xdll,Logitech G Pro X Superlight,1000,800,0.285,228,1,BenQ XL2546K,,,1920x1080,SteelSeries QcK Edge,,
42,Leviatan,Tacolilla,Logitech G Pro Wireless,1000,800,0.3,240,1,BenQ XL2546K,240,RTX 3070,1680x1050,Razer Gigantus V2,Varmilo VA87M Beijing Opera,Logitech G Pro X Headset
43,Leviatan,adverso,Logitech G Pro X Superlight White,1000,400,0.5,200,1,,,GTX 1060,1920x1080,Xraypad Aqua Control+,Varmilo VA87M Summit,HyperX Cloud II Wireless
44,Leviatan,kiNgg,Logitech G Pro X Superlight,1000,800,0.27,216,1,ASUS TUF VG258QM,240,GTX 1070,1920x1080,Lethal Gaming Gear Saturn,Varmilo VA87M Beijing Opera,HyperX Cloud II
45,Leviatan,Melser,Logitech G Pro X Superlight Magenta,1000,400,0.6,240,1,Alienware AW2521H,240,RTX 2070 Super,1920x1080,Lethal Gaming Gear Saturn,Ducky One 2 RGB,
46,Leviatan,Shyy,Logitech G Pro X Superlight,1000,800,0.32,256,1,,,GTX 1660,1280x1024,Razer Gigantus V2,Razer Huntsman V2 TKL,
47,NORTHEPTION,Meteor,Logitech G Pro X Superlight,1000,800,0.3,240,1,BenQ XL2546S,240,,1920x1080,Artisan Hayate Otsu,COX CK87,HyperX Cloud II
48,NORTHEPTION,JoxJo,VAXEE OUTSET AX,1000,800,0.285,228,1,BenQ XL2546,240,,,VAXEE PA,Corsair K70 RGB MK.2,
49,KRÜ,Klaus,Razer Viper V2 Pro,1000,800,0.5,400,1,BenQ XL2546K,240,RTX 2070,1920x1080,VAXEE PA Black,Razer Huntsman TE,Logitech G Pro X Wireless Headset
50,KRÜ,Mazino,Logitech G703,1000,1600,0.22,352,1,BenQ XL2546K,240,RTX 3080,1600x1024,Artisan Zero,Razer Huntsman TE,HyperX Cloud Flight
51,KRÜ,NagZet,Logitech G Pro X Superlight,1000,400,0.75,300,1,BenQ XL2546K,240,GTX 1060,1920x1080,VAXEE PA FunSpark,Logitech G Pro X Mechanical Keyboard,
52,KRÜ,delz1k,Logitech G Pro X Superlight,1000,400,0.72,288,1,BenQ XL2546K,240,GTX 1660,1280x960,VAXEE PA Black,HyperX Alloy FPS Pro,HyperX Cloud Flight
53,KRÜ,keznit,Logitech G703,1000,800,0.346,276,1,BenQ XL2546K,240,GTX 1660,1680x1050,Zowie G-SR,Skyloong KS61,HyperX Cloud II Wireless
54,Xerxia,sScary,Logitech G Pro X Superlight,1000,800,0.36,288,1.1,BenQ XL2546K,240,RTX 3070,1920x1080,Logitech G640,Xtrfy K4-RGB TKL,Logitech G Pro X Headset
55,Xerxia,sushiboys,Logitech G Pro X Superlight Magenta,1000,800,0.37,296,0.9,BenQ XL2546K,240,,1920x1080,Zowie G-SR,Glorious GMMK Pro,Logitech G Pro X Headset
56,Xerxia,Crws,Logitech G Pro X Superlight,1000,1600,0.15,240,1,BenQ XL2546K,240,RTX 3070,1280x960,Zowie G-SR,Custom Tofu Build (Novelkeys Cream),Logitech G Pro X Headset
57,Xerxia,Surf,FinalMouse Starlight 12,1000,800,0.375,300,1,BenQ XL2546K,240,RTX 3070,1920x1080,Artisan Hayate Otsu,HyperX Alloy FPS,Beyerdynamic MMX300
58,Xerxia,foxz,FinalMouse Ultralight 2,1000,800,0.485,388,1,BenQ XL2546K,240,,1920x1080,Logitech G640,Xtrfy K4-RGB TKL,Logitech G Pro X
59,Liquid,ScreaM,FinalMouse Classic Ergo 2,1000,400,0.765,306,1,Alienware AW2521H,360,RTX 3080,1920x1080,SteelSeries QcK Heavy,HyperX Alloy FPS,HyperX Cloud II
60,Liquid,soulcas,Razer DeathAdder V3 Pro,1000,400,0.48,192,0.88,Alienware AW2521H,360,RTX 3080,1920x1080,SteelSeries QcK Heavy,KBD67 Custom,HyperX Cloud II
61,Liquid,Nivera,Razer DeathAdder V3 Pro,500,800,0.173,138,1,Alienware AW2521H,360,RTX 3080,1280x960,SteelSeries QcK Heavy,Corsair K70 RGB MK.2,Logitech G Pro X Headset
62,Liquid,Jamppi,VAXEE OUTSET AX Yellow,1000,800,0.42,336,1.009,ASUS ROG XG258Q,240,RTX 2080 Ti,1440x1080,VAXEE PA,Razer Huntsman Mini,Logitech G Pro X Wireless Headset
63,Liquid,dimasick,Logitech G Pro X Superlight Black,1000,400,0.63,252,1,BenQ XL2546,240,RTX 2080 Super,1920x1080,SteelSeries QcK Large,HyperX Alloy Origins,HyperX Cloud Alpha
64,XSET,Cryocells,Logitech G Pro X Superlight White,1000,800,0.3,240,1.25,BenQ XL2546,240,RTX 3070,1920x1080,SWIPE SP-FROST,Gamesense Clutch,HyperX Cloud II
65,XSET,Ayrin,,1000,800,0.3,240,1,,,,1920x1080,,,
66,XSET,dephh,Razer Viper 8KHz,1000,800,0.214,171,1,BenQ XL2411T,144,,1024x768,Razer Gigantus V2,HyperX Alloy FPS,
67,XSET,Zekken,Logitech G Pro X Superlight,1000,1600,0.175,280,1,BenQ XL2546,240,RTX 3070 Ti,1920x1080,Yuki Aim Haya,Ducky One 2 Mini RGB,
68,XSET,BCJ,Glorious Model D-,1000,800,0.37,296,1,ASUS ROG Swift PG279Q,240,RTX 3070 Ti,1440x1080,Zowie G-SR-SE Rouge,Varmilo VA87M,Sennheiser G4ME ONE
69,Team Secret,dispenser,VAXEE ZYGEN NP-01,1000,450,0.44,198,0,BenQ XL2546,240,,1280x1024,Corsair MM350 Champion Series,SteelSeries Apex Pro TKL,
70,Team Secret,JessieVash,Glorious Model D Wireless,1000,800,0.4,320,0.9,BenQ XL2546K,240,RTX 2060 Super,1920x1080,Corsair MM350 Champion Series,Corsair K70 RGB TKL,
71,Team Secret,DubsteP,Logitech G Pro X Superlight,1000,800,0.385,308,1.1,BenQ XL2546K,240,,1280 x 960,Corsair MM350 Champion Series,Corsair K70 RGB TKL,Corsair HS80 Wireless
72,Team Secret,BORKUM,VAXEE ZYGEN NP-01S,1000,400,0.65,260,0.9,BenQ XL2546K,240,GTX 1060,1920x1080,Corsair MM350 Champion Series,Corsair K70 RGB TKL,Corsair HS80 Wireless
73,Team Secret,witz,VAXEE OUTSET AX,1000,800,0.41,328,,BenQ XL2546K,240,,,Corsair MM350 Champion Series,Corsair K70 RGB TKL,
74,Bleed eSports,pyth,Logitech G Pro Wireless,1000,400,0.63,252,1,AOC AG251FZ2E,240,GTX 1080 Ti,1920x1080,Logitech G640,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X
75,G2,mixwell,Logitech G703,1000,400,0.69,276,1,AOC AG251FZ2E,240,RTX 3080,1920x1080,Logitech G640,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X Wireless Headset
76,G2,hoody,Logitech G403 HERO,1000,400,0.628,251,1,BenQ XL2546K,240,,1920x1080,Logitech G640,,Logitech G Pro X Headset
77,G2,Meddo,Xtrfy M4 Black,1000,800,0.25,200,1,BenQ XL2546,240,RTX 2080 Super,1920x1080,,,SteelSeries Arctis Pro White
78,G2,nukkye,Logitech G Pro X Superlight,1000,1600,0.23,368,1,AOC AG251FZ2E,240,RTX 2080 Super,1920x1080,Logitech G640,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X
79,G2,AvovA,Logitech G Pro X Superlight Black,1000,800,0.314,251,1,BenQ XL2546,240,RTX 3080,1920x1080,Logitech G640,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X Wireless Headset
80,NIP (C),JhoW,Logitech G Pro Wireless,1000,400,0.63,252,,Alienware AW2518HF,240,GTX 1070 Ti,,GFallen Pantera,HyperX Alloy Origins,SteelSeries Arctis 5
81,NIP,v1xen,Logitech G Pro X Superlight,1000,800,0.45,360,1,Alienware AW2518HF,240,GTX 1070,1280x960,AORUS AMP 500,CoolerMaster CK550,HyperX Cloud Alpha
82,NIP,xand,Razer Viper,1000,800,0.5,400,1,BenQ XL2540,240,RTX 2070 Super,1280x960,Zowie G-SR,Zowie Celeritas II,HyperX Cloud Alpha
83,The Guard,neT,Zowie S2-C,1000,400,0.44,176,1,BenQ XL2546,240,RTX 3070,1920x1080,Logitech G640,Anne Pro 2,HyperX Cloud II
84,The Guard,Valyn,Logitech G Pro X Superlight,1000,1600,0.15,240,1,BenQ XL2546,240,RTX 2070,1920x1080,Logitech G640,Razer Huntsman TE,HyperX Cloud II
85,The Guard,JonahP,Razer Viper Ultimate,1000,400,0.5,200,1,BenQ XL2546,240,RTX 3090,1920x1080,Gamesense Radar,Ducky One 2 TKL White,Sennheiser GAME ZERO
86,The Guard,trent,Razer DeathAdder V3 Pro,1000,1600,0.125,200,1.009,BenQ XL2546,240,,1280x960,Zowie G-SR-SE,Redragon K522 TKL White,HyperX Cloud II
87,The Guard (B),psalm,Logitech G Pro Wireless,1000,800,0.34,272,1,Alienware AW2518H,240,RTX 2080 Ti,,Zowie G-SR-SE Divina Pink Edition,60% Custom Keyboard,Bose SoundSport
88,The Guard,sayaplayer,Logitech G Pro Gaming Mouse,1000,1000,0.339,339,1,ASUS ROG Swift PG258Q,240,RTX 2080,1920x1080,Esports Tiger LongTeng SE,Leopold FC750R,HyperX Cloud II Wireless
89,Edward Gaming,ZmjjKK,VAXEE ZYGEN NP-01S Pink,1000,800,0.28,,,BenQ XL2546K,240,,1920x1080,Artisan Hien FX Soft,,
90,Keyd,heat,Logitech G Pro Wireless,1000,800,0.4,320,1,Alienware AW2521HF,240,GTX 1660 Ti,1728x1080,SteelSeries QcK Heavy,Logitech G Pro Mechanical Keyboard,HyperX Cloud Alpha
91,Keyd,murizzzzz,Logitech G Pro X Superlight,1000,800,0.466,372,0.96,Alienware AW2518HF,240,RTX 2070 Super,1280x960,HyperX FURY S Pro,Anne Pro 2,Logitech G Pro X Wireless Headset
92,Keyd (L),mwzera,Logitech G Pro Wireless,1000,800,0.32,256,1,BenQ XL2546K,240,RTX 3060,1920x1080,SteelSeries QcK Heavy,HyperX Alloy FPS Pro,GFallen Morcego
93,FaZe (B),POACH,Logitech G Pro X Superlight Black,1000,800,0.28,224,1,Alienware AW2518H,240,RTX 3080,1440x1080,Logitech G640,Razer Huntsman Mini,Beyerdynamic DT 990 Pro
94,FaZe,babybay,Logitech G Pro X Superlight,1000,800,0.244,195,1,BenQ XL2546,240,RTX 2080,1920x1080,SteelSeries QcK Heavy,Logitech G Pro X Mechanical Keyboard,HyperX Cloud Alpha
95,FaZe,Dicey,VAXEE OUTSET AX,1000,800,0.18,144,1,BenQ XL2546K,240,GTX 1080 Ti,1920x1080,Artisan Zero,Ducky One 2 Mini RGB,Sennheiser G4ME ONE
96,DWG KIA,t3xture,Logitech G Pro X Superlight,1000,800,0.55,440,1,LG 27GN750,240,RTX 2080 Ti,1920x1080,SteelSeries QcK Heavy,Logitech G Pro Mechanical Keyboard,Logitech G Pro X Headset
97,DWG KIA,exy,Logitech G Pro X Superlight,1000,400,0.503,201,1,BenQ XL2546K,240,,1920x1080,SteelSeries QcK Heavy,Logitech G Pro X Mechanical Keyboard,Logitech G533
98,DWG KIA,Esperanza,Logitech G Pro X Superlight,1000,800,0.32,256,1,BenQ XL2546,240,RTX 2080 Ti,1440x1080,SteelSeries QcK Heavy,HyperX Alloy FPS,HyperX Cloud II
99,DWG KIA (L),Lakia,Zowie EC3-C,1000,800,0.333,266,1,BenQ XL2546,240,RTX 2080 Super,1920x1080,SteelSeries QcK Heavy,Razer Huntsman TE,HyperX Cloud Alpha
100,Full Sense,Johnolsen,FinalMouse Ultralight 2,1000,400,0.565,226,1,Alienware AW2521H,240,RTX 3070,1920x1080,SteelSeries QcK Heavy,SteelSeries Apex Pro,HyperX Cloud II
101,Full Sense,Lammysnax,SteelSeries Prime,1000,800,0.31,248,1,BenQ XL2546,240,RTX 3070,1920x1080,SteelSeries QcK Heavy,Logitech G913 TKL,HyperX Cloud II
102,Full Sense,SuperBuss,Logitech G Pro X Superlight,1000,800,0.38,304,1,BenQ XL2546,240,RTX 3070,1920x1080,Artisan FX Zero Soft,Ducky One 2 SF,Sennheiser GAME ZERO
103,Full Sense,Chalalala,Zowie FK1,1000,400,0.6,240,1,BenQ XL2546,240,RTX 3070,1920x1080,Artisan FX Zero Soft,Razer BlackWidow Chroma V2,HyperX Cloud Alpha
104,Full Sense,PTC,Logitech G Pro X Superlight,1000,800,0.38,304,1,BenQ XL2546,240,RTX 3070,1920x1080,Logitech G640,HyperX Alloy FPS,Logitech G Pro X Headset
105,NRG Esports,hazed,Logitech G Pro X Superlight Black,1000,800,0.35,280,1,ASUS ROG Swift PG259QN,360,GTX 1080,1920x1080,Logitech G640,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X
106,NRG Esports,eeiu,,,,,,,BenQ XL2546,240,,,Artisan Hayate Otsu,,
107,NRG Esports,s0m,Logitech G Pro X Superlight White,1000,400,0.8,320,1.1,BenQ XL2546,240,RTX 3080,1920x1080,SteelSeries QcK Large,Razer Huntsman TE,HyperX Cloud II
108,NRG Esports (B),ANDROID,Zowie FK2,1000,800,0.35,280,1,BenQ XL2546,240,RTX 2080,1920x1080,Razer Gigantus,Logitech G915,HyperX Cloud II
109,NRG Esports,Ethan,Xtrfy M4 Wireless,1000,400,0.73,292,0.914,BenQ XL2540,240,RTX 2080 Ti,1920x1080,Razer Gigantus,Razer BlackWidow Lite,HyperX Cloud II
110,NRG Esports,tex,Logitech G Pro X Superlight Black,1000,800,0.38,304,,ASUS VG248QE,144,,1920x1080,SteelSeries QcK Heavy,HyperX Alloy FPS,HyperX Cloud II
111,Acend,starxo,Logitech G Pro X Superlight,1000,800,0.485,388,1,ASUS ROG Strix XG248Q,240,RTX 2070 Super,1280x1024,Xtrfy GP4,Logitech G Pro Mechanical Keyboard,HyperX Cloud II
112,Acend,L1NK,Zowie EC2-B Divina Edition,1000,800,0.3,196,1,BenQ XL2546,240,RTX 3080,1280x960,VAXEE PB,Ducky One 2 TKL White,HyperX Cloud II
113,Acend (B),Zeek,Logitech G Pro X Superlight,1000,800,0.45,360,1,BenQ XL2540,240,RTX 2060,1280x960,Artisan Zero,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X
