,Team,Name,Mouse,HZ,DPI,Sensitivity,eDPI,Scoped Sensitivity,Monitor,Monitor HZ,GPU,Resolution,Mousepad,Keyboard,Headset
227,World Game Star,Clark,Logitech G Pro X Superlight,1000,800,0.275,220,1,,,,1920x1080,Logitech G640,Logitech G Pro X Mechanical Keyboard,Astro A50
228,Liquid (S),EliGE,Logitech G Pro Wireless,1000,1600,0.233,372,0.8,Alienware AW2518H,240,GTX 1080 Ti,1680x1050,Zowie G-SR,Massdrop ALT High Profile,Sennheiser PC37X
229,Liquid (S),Mendo,Logitech G Pro X Superlight,500,450,0.55,247,1,Alienware AW2521H,360,RTX 3080,1440x1080,Artisan Zero,Tofu 60% Zealios 67g Switches,beyerdynamic DT 1990 Pro
230,Liquid (S),frttt,Zowie EC2,1000,1600,0.775,1240,1,BenQ XL2546K,240,RTX 3080 Ti,1920x1080,HyperX FURY S Pro,HyperX Alloy FPS,HyperX Cloud II
231,T1 (S),Brax,Razer DeathAdder V3 Pro,1000,400,0.55,220,1,BenQ XL2546S,240,RTX 2080 Ti,1920x1080,SteelSeries QcK Heavy,Logitech G Pro X Mechanical Keyboard,Sennheiser HD 600
232,T1 (S),Selly55,Logitech G Pro Wireless,1000,400,0.88,352,1,BenQ XL2546,240,RTX 2080,1920x1080,SteelSeries QcK Heavy,Ducky One 2 Mini RGB White,Logitech G Pro X
233,NRG Esports (S),aceu,FinalMouse Starlight Pro,1000,800,0.51,408,1,BenQ XL2546,240,RTX 3090 Ti,1920x1080,Zowie G-SR-SE,Ducky One TKL White,Apple EarPods
234,NRG Esports (S),Ethos,Logitech G Pro X Superlight White,1000,400,0.69,276,0.69,BenQ XL2546,240,RTX 3090,1920x1080,VAXEE PA,Custom Keyboard,HyperX Cloud II
235,NaVi (S),s1mple,Logitech G Pro X Superlight White,1000,400,0.974,389,0.974,BenQ XL2540,240,GTX 1080,1920x1080,HATOR INTBS,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X
236,Sentinels (S),Sinatraa,Logitech G Pro X Superlight Black,1000,800,0.387,309,1,"OMEN by HP 24.5""",240,RTX 3090,1920x1080,Logitech G640,Logitech G Pro X Mechanical Keyboard,JBL Quantum ONE
237,EG (S),Stewie2k,Logitech G Pro X Superlight White,1000,450,0.65,292,1.2,Alienware AW2521H,360,RTX 2080 Ti,1920x1080,SteelSeries QcK Heavy,Logitech G512,HyperX Cloud II
238,FaZe (S),Shanks,Zowie FK1,1000,400,0.6,240,1,BenQ XL2546,240,RTX 2060 Super,1920x1080,Zowie G-SR,Logitech G Pro X Mechanical Keyboard,HyperX Cloud II
239,FA,BabyJ,Zowie EC2-A,1000,400,0.45,180,1,BenQ XL2546,240,RTX 3070,1920x1080,,,HyperX Cloud II
240,FA,Skadoodle,Logitech G Pro X Superlight Black,500,400,0.6,240,1,BenQ XL2546,240,RTX 2080,1920x1080,Zowie G-SR,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X
241,FA,seb,Xtrfy M4 Blue,1000,400,0.383,153,0.9,BenQ XL2540K,240,RTX 2080 Super,1920x1080,Artisan Zero (XL/Soft),SteelSeries Apex Pro TKL,Sennheiser G4ME ONE
242,FA,AZK,Logitech G Pro Wireless,1000,400,0.628,251,1,BenQ XL2540,240,GTX 1080,1920x1080,Logitech G640,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X
243,FA,Zunba,Logitech G Pro X Superlight White,1000,800,0.25,200,1,BenQ XL2546K,240,RTX 2080 Ti,1920x1080,Xraypad Aqua Control,Logitech G913 TKL,Audeze LCD-GX
244,FA,Bunny,SteelSeries Prime Wireless,1000,800,0.38,304,1,BenQ XL2546K,240,RTX 2080 Ti,1920x1080,Zowie G-SR-SE,Mars Pro MK3,OC-G9 Mk2
245,FA,FiveK,Logitech G Pro X Superlight,1000,400,0.55,220,1,BenQ XL2546K,240,,1920x1080,Zowie G-SR,Mars Pro MK3,OC-G9 Mk2
246,FA,ec1s,VAXEE ZYGEN NP-01,1000,800,0.314,251,1,BenQ XL2546,240,RTX 3080,1920x1080,Zowie G-SR-SE Sweden Edition,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X
247,FA,b0i,Logitech G303 Shroud Edition,1000,800,0.66,528,1,BenQ XL2540,240,,1920x1080,VAXEE PA,Ducky One 2 RGB,HyperX Cloud II
248,FA,WARDELL,Logitech G Pro X Superlight Black,1000,800,0.326,260,1.15,BenQ XL2546,240,RTX 3090,1920x1080,Logitech G640,Logitech G Pro X Keyboard,Logitech G Pro X
249,FA,Huynh,Logitech G Pro Wireless,1000,800,0.314,251,1,BenQ XL2546,240,GTX 970,1920x1080,Zowie G-SR,HyperX Alloy FPS RGB,Logitech G Pro X
250,FA,rAx,Glorious Model O Matte Black,1000,400,0.629,251,1,BenQ XL2546,240,RTX 2080,1920x1080,Logitech G640,Ducky One PBT,Sennheiser G4ME ONE
251,FA,DPS,Zowie S2,1000,800,0.177,141,1,BenQ XL2540,240,,1366x768,Corsair MM350,,Turtle Beach Elite Pro
252,FA,kpiz,Zowie S1 Divina Edition,1000,800,0.26,208,1,BenQ XL2546,240,,1440x1080,Zowie G-SR-SE Divina Pink Edition,GK64,HyperX Cloud II
253,FA,neph,Zowie EC2-B Divina Edition,1000,400,0.6,240,1,BenQ XL2411,144,,1366x768,SteelSeries QcK Heavy,Ducky Shine 5 YOTG,HyperX Cloud II
254,FA,hype,Razer Viper Ultimate,1000,400,0.55,220,1,BenQ XL2540,240,,1920x1080,Razer Gigantus V2,Razer Huntsman V2 TKL,Razer BlackShark V2 Pro
255,FA,leakeN,Zowie EC2,1000,400,0.53,212,1,BenQ XL2546,240,,1280x960,Zowie G-SR,Turtle Beach Impact 100,Logitech G Pro X
256,FA,Coffee,SteelSeries Rival 300,1000,1600,0.24,384,1,BenQ XL2430T,144,GTX 1060,1920x1080,SteelSeries QcK+ NiP Edition,HyperX Alloy FPS,HyperX Cloud Revolver S
257,FA,Leviathan,Logitech G Pro X Superlight,1000,800,0.3,240,1,BenQ XL2740,240,RTX 3090,1920x1080,Artisan Hien FX Mid XL Black,Anne PRO 2,Logitech G Pro X Headset
258,FA,reltuC,Logitech G Pro X Superlight Black,1000,800,0.3,240,1,BenQ XL2546,240,GTX 1080,1920x1080,Logitech G640,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X
259,FA,Drone,Logitech G Pro X Superlight Black,1000,800,0.34,272,1,BenQ XL2540,240,GTX 1080 Ti,1920x1080,Logitech G640,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X
260,FA,Tenner,Razer Viper,1000,800,0.3,240,0.65,,,,1920x1080,,,
261,FA,BraveAF,Endgame Gear XM1r,1000,400,0.785,314,1,BenQ XL2546K,240,,1920x1080,SteelSeries QcK Heavy,HyperX Alloy FPS Pro,Logitech G Pro X Headset
262,FA,davidp,Logitech G Pro Wireless,1000,400,0.58,232,1,AOC AG251FZ2E,240,RTX 2080,1440x900,Logitech G640,Logitech G Pro X Mechanical Keyboard,HyperX Cloud II
263,FA,cad,Xtrfy M4 Pink,1000,400,0.55,220,0.92,Alienware AW2518H,240,GTX 970,1920x1080,SteelSeries QcK Heavy,Motospeed GK82,GFallen Morcego
264,FA,ZerG,Logitech G903,1000,800,0.4,320,1,Alienware AW2518H,240,GTX 1080 Ti,1920x1080,,AJAZZ AK33,
265,FA,Nurfed,Logitech G Pro Wireless,1000,400,0.59,236,1,BenQ XL2540,240,,1920x1080,Zowie G-SR,,
266,FA,Art1st,Zowie EC2-A,1000,1600,0.141,225,1,BenQ XL2411,144,GTX 1060,1920x1080,Zowie G-SR,HyperX Alloy FPS,HyperX Cloud Alpha
267,FA,Relyks,Logitech G Pro Wireless,1000,400,0.79,316,1,BenQ XL2540,240,RTX 2080 Super,1920x1080,Artisan Zero (XL/Soft),HyperX Alloy FPS,HyperX Cloud II
268,FA,kaboose,Zowie EC2-A,1000,400,0.817,326,1,BenQ XL2540,240,,1600x900,SteelSeries QcK Heavy,HyperX Alloy FPS RGB,HyperX Cloud Flight S
269,FA,k1Ng,Zowie EC2-B,1000,400,1,400,0.9,BenQ XL2546S,240,RTX 2080 Ti,1920x1080,Zowie G-SR,Corsair K-70 RGB,HyperX Cloud II
270,FA,mummAy,Logitech G703,1000,400,0.515,206,0.9,BenQ XL2546S,240,RTX 2080 Ti,1920x1080,PureTrak Talent,Corsair K95 RGB,Corsair Virtuoso
271,FA,Fuzari,Zowie ZA12,1000,800,0.745,596,1,AOC G2460PF,144,GTX 1050 Ti,1920x1080,Redragon Kunlun Control,Motospeed CK104,Razer Kraken TE
272,FA,gtn,Razer Viper,1000,400,0.58,232,1,AOC G2460PF,144,GTX 1650,1680x1050,VAXEE PA Winter 21,Razer BlackWidow Chroma TE V2,HyperX Cloud Stinger
273,FA,DeNaro,Razer Viper,1000,400,0.52,208,1,Acer Predator XB252Q,240,GTX 1050 Ti,1920x1080,Razer Gigantus,HyperX Alloy FPS,Redragon SCYLLA
274,FA,ZachaREEE,FinalMouse Starlight 12,1000,800,0.5,400,1,ASUS ROG Swift PG258Q,240,RTX 2080 Ti,1920x1080,Zowie G-SR-SE,Varmilo VA87M Sakura Pink,Sennheiser G4ME ONE
275,FA,Re1ease,Razer Viper,1000,400,0.6,240,1,Alienware AW2518H,240,RTX 2070 Super,1920x1080,SteelSeries QcK+,CM Storm Quickfire,Sony MDR-1000X
276,FA,fxy0,Xtrfy M4 White,1000,400,0.942,376,1,BenQ XL2546,240,GTX 1080,1920x1080,SteelSeries QcK Heavy,SteelSeries Apex Pro TKL,HyperX Cloud II
277,FA,shinobi,Zowie EC2-B Divina Edition,1000,400,0.65,260,1,BenQ XL2546,240,RTX 2080 Super,1024x768,SteelSeries QcK Heavy,Corsair K65,HyperX Cloud II
278,FA,arch,Xtrfy M4 Retro,1000,400,0.58,232,1,BenQ XL2546,240,GTX 1070,1920x1080,Xtrfy XTP1 f0rest Edition,Xtrfy K2-RGB White Edition,HyperX Cloud Alpha PE
279,FA,Ultimate,Zowie ZA11,1000,400,0.7,280,1,BenQ XL2411,144,,1920x1080,Zowie G-SR,Corsair K-70 RGB,HyperX Cloud Flight
280,FA,Sunday,Logitech G Pro Wireless,1000,400,0.597,238,0.88,BenQ XL2546,240,RTX 2080 Ti,1920x1080,,,
281,FA,governor,Logitech G Pro X Superlight Black,1000,1200,0.45,540,1,BenQ XL2740,240,RTX 3070 Ti,1920x1080,SteelSeries QcK+,Ducky One 3 Mini,Beyerdynamic DT 990 Pro
282,FA,Moothie,Zowie S1,1000,400,0.425,170,0.764,BenQ XL2546,240,RTX 2070 Super,1920x1080,Artisan Zero (XL/Soft),Filco Majestouch2 TKL,
283,FA,HyP,Xtrfy M4 White,1000,800,0.45,360,1,,,RTX 2080 Ti,1920x1080,,,
284,FA,CREA,Zowie EC2-B Divina Edition,1000,800,0.345,276,1,BenQ XL2546,240,,1920x1080,Zowie G-SR,Corsair STRAFE,HyperX Cloud Alpha
285,FA,KOLER,Logitech G Pro Wireless,1000,400,0.758,303,1,BenQ XL2546,240,,1920x1080,Zowie G-SR,Corsair K63 RGB,Sennheiser GAME ZERO
286,FA,ROK3T,Logitech G Pro Wireless,1000,800,0.3,240,1,BenQ XL2546,240,RTX 2080 Ti,1920x1080,Zowie G-SR,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X
287,FA,Yacine,Logitech G Pro Wireless,1000,800,0.4,320,1,BenQ XL2546,240,RTX 2080 Ti,1920x1080,QPAD FX-50,Xtrfy XG1-R LED,HyperX Cloud Alpha
288,FA,bonkar,Razer Viper,1000,800,0.384,307,1,ASUS ROG Swift PG258Q,240,GTX 1080,1680x1050,Xtrfy XTP1 Volcano Edition,Xtrfy XG1-R LED,HyperX Cloud Alpha
289,FA,ohai,Razer Orochi V2,1000,400,0.47,188,1,Alienware AW2518H,240,RTX 2080 Ti,1920x1080,SteelSeries QcK Heavy,Ducky One 2 Mini RGB,ASTRO A40
290,FA,rara,Logitech G703,1000,800,0.355,284,1,ASUS ROG Swift PG258Q,240,RTX 2080,1280x960,Logitech G640,HyperX Alloy FPS Pro,HyperX Cloud II
291,FA,Rawkus,Logitech G903,1000,800,0.4,320,1,"OMEN by HP 24.5""",240,RTX 2080,1920x1080,ROCCAT TAITO,Razer BlackWidow Chroma V2,Turtle Beach Elite Pro 2
292,FA,DXN,Razer Viper Ultimate,1000,400,0.62,248,0.82,BenQ XL2546S,240,,1600x900,Cooler Master MP510,Ducky One 2 Mini RGB,Sennheiser PC37X
293,FA,Venerated,Logitech G Pro Wireless,1000,800,0.28,224,1,Alienware AW2518H,240,RTX 2080 Ti,1920x1080,Zowie G-SR-SE,Corsair K65,Sennheiser HD 598
294,FA,Efina,Zowie EC2,1000,400,0.45,180,0.92,BenQ XL2546S,240,RTX 2080,1920x1080,SteelSeries QcK Heavy,SteelSeries Apex M500,
295,FA,DaZeD,Logitech G Pro Wireless,1000,400,0.55,220,1,BenQ XL2540,240,GTX 1080,1920x1080,HyperX FURY S Pro X-Large,Razer BlackWidow TE,Sennheiser HD 600
296,FA,jonba,Zowie FK1+,1000,400,0.6,240,1,BenQ XL2540,240,GTX 1070,1920x1080,Zowie G-SR-SE,HyperX Alloy FPS Pro,HyperX Cloud Alpha
297,FA,Yurii,Logitech G Pro Wireless,1000,400,0.55,220,1,,,RTX 2080 Super,,,,
298,FA,WeDid,Logitech G703,1000,1600,0.18,288,1,Acer XB240H,240,RTX 2080,1920x1080,,Razer BlackWidow Chroma V2,Logitech G432
299,FA,Kongared,Zowie EC2-B,1000,400,0.39,156,1,BenQ XL2546,240,GTX 1070,1920x1080,Razer Gigantus,Razer BlackWidow Chroma TE V2,HyperX Cloud II
300,FA,wannafly,Zowie FK1+,1000,800,0.35,280,1,BenQ XL2546,240,RTX 2070 Super,1920x1080,Zowie G-SR,Zowie Celeritas II,Beyerdynamic MMX300
301,FA,Acetis,Zowie FK2,1000,800,0.65,520,1,BenQ XL2546,240,GTX 1070 Ti,1920x1080,,,
302,FA,d3ffo,Zowie FK1,1000,800,0.51,408,1,BenQ XL2546,240,GTX 970,1280x960,VAXEE PA,Logitech G Pro Mechanical Keyboard,Sennheiser GAME ZERO
303,FA,Sunset,FinalMouse Ultralight 2,500,800,0.5,400,1,BenQ XL2420Z,144,RTX 2080 Super,1920x1080,Logitech G440,Vortex Pok3r White,Sennheiser GSP 370
304,Free Agent,nAts,Zowie S2,1000,800,0.49,392,1,BenQ XL2546K,240,RTX 2060 Super,1280x960,Zowie G-SR,HyperX Alloy FPS Pro,HyperX Cloud Alpha S
305,FA,MkaeL,Razer DeathAdder V2 Pro,1000,800,0.3,240,1,,,GTX 1080 Ti,1920x1080,,Ducky One 2 Mini RGB,Logitech G Pro X
306,FA,patochovsk,Razer DeathAdder V2,1000,400,0.6,240,1,AOC AG251FZ,240,GTX 1660 Ti,1920x1080,HyperX FURY S Pro,Razer BlackWidow Chroma TE V2,GFallen Morcego
307,FA,FLG1,Glorious Model D Matte Black,1000,400,0.57,228,1,AOC AG251FZ,240,RTX 2060,1440x1080,Zowie G-SR,HyperX Alloy Origins Core,GFallen Morcego
308,FA,GTFAFMX,Razer DeathAdder Elite,1000,800,0.9,720,1,AOC AG251FZ,240,GTX 1080 Ti,1920x1080,Artisan Hayate Otsu,Corsair K70 Rapidfire,Sennheiser PC 363D
309,FA,murii,G-Wolves Hati Black,1000,600,0.1,60,1,ASUS ROG Strix XG248Q,240,RTX 2070 Super,1798x1080,Glorious 3XL,Ducky MIYA Pro Sakura,Logitech G430
310,FA,Zik,Razer Viper Mini,1000,400,0.628,251,1,BenQ XL2546,240,,1600x1024,Razer Gigantus V2,Razer BlackWidow V3 Pro,Razer BlackShark V2 Pro
311,FA,ShoT_UP,Logitech G502 Proteus Spectrum,1000,850,0.311,264,1,BenQ XL2411,144,,1920x1080,SteelSeries QcK Heavy,Razer BlackWidow Ultimate,HyperX Cloud II
312,FA,Anaks,Razer Viper Ultimate,1000,400,0.295,118,1.01,,,GTX 1080 Ti,1920x1080,Zowie G-SR,Logitech G Pro Mechanical Keyboard,
313,FA,Ladiff,Logitech G Pro X Superlight Black,1000,800,0.5,400,1,BenQ XL2411,144,RTX 2070 Super,1440x1080,HyperX FURY S Pro SE X-Large,CM MasterKeys Pro L,HyperX Cloud Alpha S
314,FA,Kehmicals,Logitech G Pro X Superlight Black,1000,800,0.38,304,1,BenQ XL2546S,240,GTX 1070,1920x1080,HyperX FURY S Pro X-Large,Logitech G Pro X Mechanical Keyboard,HyperX Cloud II
315,FA,RUBINO,VAXEE ZYGEN NP-01,1000,400,0.62,248,1,BenQ XL2546,240,RTX 2080 Ti,1920x1080,Artisan FX Zero XSoft,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X Wireless Headset
316,FA,Poiz,Logitech G Pro X Superlight,1000,800,0.45,360,1,BenQ XL2546,240,,1920x1080,HyperX FURY S Pro,,
317,FA,pAura,Zowie S2,1000,400,0.55,220,1,BenQ XL2546,240,RTX 2060 Super,1920x1080,HyperX FURY S Pro,HyperX Alloy FPS Pro,Logitech G Pro X Wireless Headset
318,FA,sutecas,Razer Viper Ultimate,1000,800,0.4,320,0.8,BenQ XL2546,240,RTX 2070,1920x1080,VAXEE PA Winter 21,Corsair K70 RGB MK.2,HyperX Cloud Alpha
319,FA,Shawn,Logitech G305,1000,1200,0.4,480,1,BenQ XL2540K,240,RTX 3070 Ti,1920x1080,Zowie G-SR,Razer Huntsman Mini,Corsair VOID
320,FA,Ex6TenZ,Zowie FK2,1000,400,0.691,276,1,AOC AG251FZ,240,GTX 1080 Ti,1440x1080,Logitech G640,Logitech G Pro Mechanical Keyboard,Logitech G Pro Gaming Headset
321,FA,Seoldam,Logitech G Pro X Superlight Black,1000,800,0.485,388,1,BenQ XL2546,240,,1920x1080,Xraypad Aqua Control+,Deck Francium 87 Pro,Corsair VOID Pro Wireless
322,FA,Magnum,Logitech G Pro Wireless,1000,400,0.5,200,1.227,Samsung C24RG50,144,RTX 2060,1280x1024,SteelSeries QcK+,Fnatic MiniSTREAK,Logitech G Pro Gaming Headset
323,FA,jammyz,FinalMouse Ultralight 2,1000,800,0.34,272,1.15,Alienware AW2518H,240,RTX 3060,,Zowie G-SR,Corsair K70 TKL,HyperX Cloud II
324,FA,Allow,Logitech G Pro Wireless,1000,800,0.234,187,1,BenQ XL2546,240,GTX 1080,1920x1080,SteelSeries QcK Heavy,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X Headset
325,Streamer,shroud,Logitech G303 Shroud Edition,1000,400,0.8,320,1,Alienware AW2721D,240,RTX 3090,2560x1440,Logitech G840 SE,Logitech G Pro X Keyboard SE,Logitech G Pro X Wireless Headset SE
326,Streamer,summit1g,FinalMouse Air58 Ninja CBR Edition,500,400,0.415,166,1,Samsung Odyssey G7,240,RTX 2080 Ti,1920x1080,Corsair MM500,Corsair K70 RGB MK.2,Audio Technica ATH-AD700X
327,Streamer,n0thing,Logitech G100s Custom,1000,400,0.645,258,1,Alienware AW2521H,240,RTX 3090,1920x1080,Logitech G440,Logitech G Pro X MK SE,Logitech G Pro X Wireless Headset SE
328,Streamer,ONSCREEN,Logitech G Pro Wireless,1000,400,1,400,1,BenQ XL2740,240,RTX 2080 Ti,1920x1080,,Logitech G Pro X Mechanical Keyboard,Beyerdynamic DT 1990 Pro
329,Streamer,dizzy,FinalMouse Starlight 12,500,800,0.35,280,1,BenQ XL2546,240,RTX 2080 Ti,1920x1080,Zowie G-SR-SE,SteelSeries Apex Pro TKL,Apple EarPods
330,Streamer,Hiko,FinalMouse Starlight 12,1000,1600,0.36,576,1,Alienware AW2521H,360,RTX 3090,1920x1080,Zowie G-SR-SE,Razer BlackWidow TE,JBL Quantum ONE
331,Streamer,Myth,Logitech G703,1000,700,0.225,157,0.554,ASUS ROG Swift PG258Q,240,RTX 3090,1920x1080,Logitech G840,Logitech G Pro X Mechanical Keyboard,Logitech G Pro X
332,Streamer,Ninja,Logitech G Pro X Superlight Black,1000,400,0.55,220,0.7,Alienware AW2518H,240,RTX 3070,1920x1080,HyperX FURY S Pro SE X-Large,SteelSeries Apex Pro TKL,Beyerdynamic DT 1990 Pro
333,Streamer,Kephrii,ASUS ROG Gladius,2000,400,0.5,200,0.65,ASUS ROG Swift PG258Q,240,RTX 2080 Ti,1920x1080,Glorious 3XL,SteelSeries Apex Pro TKL,Turtle Beach Elite Atlas Aero
334,Streamer,MuMiNo,Zowie EC2-B,1000,400,1,400,0.81,AOC AGON AG241QG,165,GTX 1080 Ti,2560x1440,Zowie G-SR-SE,HyperX Alloy Elite,HyperX Cloud II
335,Streamer,Sadovnik,Logitech G Pro Wireless,1000,400,0.8,320,1,BenQ XL2540,240,RTX 2080 Ti,1920x1080,HyperX FURY S Speed Edition,Razer Huntsman TE,HyperX Cloud II
336,Streamer,PLAYER1,Logitech G Pro Wireless,1000,800,0.4,320,1,BenQ XL2411,144,,1920x1080,SteelSeries QcK+,,
337,Streamer,Kyedae,FinalMouse Starlight 12,1000,800,0.35,280,1,BenQ XL2540,240,RTX 3080,1920x1080,HyperX FURY S Pro,Custom Keyboard,Xtrfy H2
338,Streamer,N1KOLA,Xtrfy M4 Black,1000,800,0.37,296,1,BenQ XL2546,240,,1920x1080,Logitech G640,Ducky One 2 Mini RGB,Sennheiser CX 3.00
339,Streamer,JASONR,Zowie EC3-C,1000,800,0.32,256,1,BenQ XL2540,240,RTX 3080,1920x1080,Razer Gigantus V2,Logitech G915,Razer Adaro
340,Streamer,Morgausse,FinalMouse Ultralight 2,500,800,0.25,200,1,BenQ XL2540,240,RTX 2080 Ti,1920x1080,Zowie G-SR,SteelSeries Apex Pro TKL,Sennheiser HD 599 SE
341,Streamer,benjyfishy,Razer Viper V2 Pro,1000,800,0.283,226,1,OMEN X25f,360,RTX 3090,1280x960,Gamesense Radar XL,SteelSeries Apex Pro TKL,Turtle Beach Atlas Aero
342,Streamer,ErycTriceps,Logitech G303 Shroud Edition,1000,400,0.314,125,1,BenQ XL2540,240,RTX 2080 Ti,1920x1080,Artisan Ninja FX,SteelSeries Apex Pro TKL,Sennheiser HD 660 S
343,Streamer,Recrent,Logitech G Pro X Superlight Black,1000,800,0.3,240,1,Alienware AW2721D,240,RTX 3090,1920x1080,Artisan Hien FX Soft,Razer Huntsman V2 TKL,
344,Streamer,iiTzTimmy,Logitech G Pro X Superlight,1000,1800,0.245,441,1,BenQ XL2740,240,RTX 3080 Ti,1920x1080,Logitech G840 SE,Logitech G Pro X MK SE,Logitech G Pro X Wireless Headset SE
345,Streamer,n0ted,FinalMouse Ultralight 2,500,800,0.471,376,1,BenQ XL2546,240,,1920x1080,The Mousepad Company,SteelSeries Apex Pro,
346,Streamer,Horcus,Razer Viper Ultimate,1000,800,0.315,252,1,BenQ XL2546,240,RTX 2060,1920x1080,Aorus AMP500,Razer Huntsman Elite,HyperX Cloud II
347,,,,,,,,,,,,,,,
